dateandtime,vehid,coord,gpscoord,spd,edge,lane,displacement,turnAngle,nextTLS,tflight,tl_state,tl_phase_duration,tl_lanes_controlled,tl_program,tl_next_switch
2025-04-03 23:54:21,veh1,"[6039.144384417231, 6270.796930663304]","[103.6894652620137, 1.3454165668811826]",82.88,635479339,635479339_0,3475.69,53.08,"(('cluster_4930303717_568238350', 1, 4223.227419159655, 'r'),)",,,,,,
2025-04-03 23:54:21,veh2,"[10379.273228001692, 4056.3898762040935]","[103.728479911307, 1.3254079801736702]",54.0,654882143,654882143_0,2580.0,257.43,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 988.9999999999999, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 1077.4099999999999, 'r'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 1472.8999999999999, 'r'))",,,,,,
2025-04-03 23:54:21,veh0,"[9965.670788697054, 6222.45941395921]","[103.72475280942466, 1.3449981739577943]",69.86,635323752,635323752_1,2258.33,99.73,"(('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 595.7431289127471, 'G'), ('joinedS_10', 24, 1475.4431289127472, 'r'), ('joinedS_10', 7, 1486.1731289127472, 'G'), ('joinedS_10', 14, 1492.6231289127472, 'G'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 1690.3931289127472, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 1853.273128912747, 'r'))",,,,,,
2025-04-03 23:54:21,veh1,"[6057.757871631472, 6284.783923801474]","[103.68963247097317, 1.3455431680069967]",83.97,635479339,635479339_0,3499.02,53.08,"(('cluster_4930303717_568238350', 1, 4199.903650525069, 'G'),)",,,,,,
2025-04-03 23:54:21,veh2,"[10364.634326155314, 4053.126508420909]","[103.7283483679028, 1.3253783949574658]",54.0,654882143,654882143_0,2595.0,257.43,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 973.9999999999999, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 1062.4099999999999, 'r'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 1457.8999999999999, 'r'))",,,,,,
2025-04-03 23:54:21,veh0,"[9985.329383433173, 6219.082925405451]","[103.7249294964101, 1.3449677264949174]",71.51,635323754#0,635323754#0_0,2278.19,102.47,"(('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 575.8803873298612, 'G'), ('joinedS_10', 24, 1455.5803873298612, 'r'), ('joinedS_10', 7, 1466.3103873298612, 'y'), ('joinedS_10', 14, 1472.7603873298613, 'y'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 1670.5303873298612, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 1833.4103873298611, 'r'))",,,,,,
2025-04-03 23:54:21,veh1,"[6075.607489875125, 6298.196912190985]","[103.68979281795414, 1.345664573621772]",80.52,635479339,635479339_0,3521.38,53.08,"(('cluster_4930303717_568238350', 1, 4177.537053587116, 'G'),)",,,,,,
2025-04-03 23:54:21,veh2,"[10349.995424308936, 4049.863140637724]","[103.72821682450812, 1.3253488097372543]",54.0,654882143,654882143_0,2610.0,257.43,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 958.9999999999999, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 1047.4099999999999, 'r'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 1442.8999999999999, 'r'))",,,,,,
2025-04-03 23:54:21,veh0,"[10005.475969083274, 6214.62764826014]","[103.72511057402555, 1.3449275236680578]",74.08,:5178918657_2,:5178918657_2_0,2298.77,102.47,"(('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 555.3025962593667, 'y'), ('joinedS_10', 24, 1435.002596259367, 'r'), ('joinedS_10', 7, 1445.732596259367, 'y'), ('joinedS_10', 14, 1452.182596259367, 'y'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 1649.952596259367, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 1812.832596259367, 'g'))",,,,,,
2025-04-03 23:54:21,veh1,"[6093.687543789027, 6312.49724525442]","[103.68995523156207, 1.3457940062895395]",83.17,635479339,635479339_0,3544.49,49.45,"(('cluster_4930303717_568238350', 1, 4154.433807649637, 'G'),)",,,,,,
2025-04-03 23:54:21,veh2,"[10335.356522462558, 4046.599772854539]","[103.72808528112299, 1.3253192245130367]",54.0,654882143,654882143_0,2625.0,257.43,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 943.9999999999999, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 1032.4099999999999, 'r'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 1427.8999999999999, 'r'))",,,,,,
2025-04-03 23:54:21,veh0,"[10025.527061867337, 6209.928384511739]","[103.72529079460111, 1.3448851135097062]",73.75,635323754#1,635323754#1_0,2319.25,105.42,"(('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 534.8164594038803, 'y'), ('joinedS_10', 24, 1414.5164594038804, 'r'), ('joinedS_10', 7, 1425.2464594038804, 'y'), ('joinedS_10', 14, 1431.6964594038805, 'y'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 1629.4664594038804, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 1792.3464594038803, 'g'))",,,,,,
2025-04-03 23:54:21,veh1,"[6111.225030210043, 6327.502141634782]","[103.69011276581973, 1.3459298090204936]",83.24,635479339,635479339_0,3567.61,49.45,"(('cluster_4930303717_568238350', 1, 4131.312870433467, 'G'),)",,,,,,
2025-04-03 23:54:21,veh2,"[10320.71762061618, 4043.336405071354]","[103.72795373774738, 1.3252896392848137]",54.0,654882143,654882143_0,2640.0,257.43,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 928.9999999999999, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 1017.4099999999999, 'r'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 1412.8999999999999, 'r'))",,,,,,
2025-04-03 23:54:21,veh0,"[10044.87120389201, 6204.530540172164]","[103.72546466511675, 1.3448363813244346]",72.34,635323754#1,635323754#1_0,2339.35,105.59,"(('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 514.7231878538112, 'y'), ('joinedS_10', 24, 1394.4231878538114, 'r'), ('joinedS_10', 7, 1405.1531878538115, 'y'), ('joinedS_10', 14, 1411.6031878538115, 'y'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 1609.3731878538115, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 1772.2531878538114, 'g'))",,,,,,
2025-04-03 23:54:22,veh1,"[6128.494320322395, 6342.27757196029]","[103.6902678909658, 1.3460635349615393]",81.96,635479339,635479339_0,3590.37,49.45,"(('cluster_4930303717_568238350', 1, 4108.545515815472, 'G'),)",,,,,,
2025-04-03 23:54:22,veh2,"[10306.078718769804, 4040.0730372881694]","[103.72782219438129, 1.3252600540525845]",54.0,654882143,654882143_0,2655.0,257.43,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 913.9999999999999, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 1002.4099999999999, 'r'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 1397.8999999999999, 'r'))",,,,,,
2025-04-03 23:54:22,veh0,"[10064.785346348548, 6199.3175253382]","[103.72564365734512, 1.344789323596585]",74.15,635323754#1,635323754#1_0,2359.94,104.57,"(('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 494.12734884184056, 'y'), ('joinedS_10', 24, 1373.8273488418406, 'r'), ('joinedS_10', 7, 1384.5573488418406, 'y'), ('joinedS_10', 14, 1391.0073488418407, 'y'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 1588.7773488418406, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 1751.6573488418405, 'g'))",,,,,,
2025-04-03 23:54:22,veh1,"[6145.63179665585, 6356.940223746937]","[103.69042183208524, 1.3461962401999858]",81.34,635479339,635479339_0,3612.97,49.45,"(('cluster_4930303717_568238350', 1, 4085.9519408391516, 'y'),)",,,,,,
2025-04-03 23:54:22,veh2,"[10291.45192735897, 4036.756630682541]","[103.72769076010492, 1.3252299891354304]",54.0,654882143,654882143_0,2670.0,256.84,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 898.9999999999999, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 987.4099999999999, 'r'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 1382.8999999999999, 'r'))",,,,,,
2025-04-03 23:54:22,veh0,"[10083.524071550093, 6194.449716227325]","[103.72581208452048, 1.34474538268907]",69.73,635323754#1,635323754#1_0,2379.31,104.56,"(('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 474.7569167216993, 'y'), ('joinedS_10', 24, 1354.4569167216994, 'G'), ('joinedS_10', 7, 1365.1869167216994, 'G'), ('joinedS_10', 14, 1371.6369167216994, 'g'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 1569.4069167216994, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 1732.2869167216993, 'g'))",,,,,,
2025-04-03 23:54:22,veh1,"[6162.924346568659, 6371.73555492296]","[103.6905771662064, 1.3463301462680313]",82.07,635479339,635479339_0,3635.77,49.45,"(('cluster_4930303717_568238350', 1, 4063.15392114333, 'y'),)",,,,,,
2025-04-03 23:54:22,veh2,"[10276.634324324325, 4034.294864864865]","[103.72755760708681, 1.3252076535699728]",54.0,:4728214177_3,:4728214177_3_0,2685.0,261.79,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 883.9999999999999, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 972.4099999999999, 'r'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 1367.8999999999999, 'r'))",,,,,,
2025-04-03 23:54:22,veh0,"[10102.594511075795, 6189.497723643302]","[103.72598349320147, 1.344700681889422]",70.97,635323754#1,635323754#1_0,2399.03,104.56,"(('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 455.04408751949666, 'r'), ('joinedS_10', 24, 1334.7440875194968, 'G'), ('joinedS_10', 7, 1345.4740875194968, 'G'), ('joinedS_10', 14, 1351.9240875194969, 'g'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 1549.6940875194969, 'y'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 1712.5740875194967, 'y'))",,,,,,
2025-04-03 23:54:22,veh1,"[6180.3732968376335, 6386.66470066521]","[103.69073390524782, 1.3464652634398393]",82.82,635479339,635479339_0,3658.77,49.45,"(('cluster_4930303717_568238350', 1, 4040.1497075421375, 'y'),)",,,,,,
2025-04-03 23:54:22,veh2,"[10261.88841968162, 4031.5081997105644]","[103.72742509992443, 1.3251823796122497]",54.0,632361584,632361584_1,2700.0,257.58,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 868.9999999999999, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 957.41, 'r'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 1352.9, 'r'))",,,,,,
2025-04-03 23:54:22,veh0,"[10121.54545133776, 6184.677042533684]","[103.72615382733488, 1.344657168221592]",70.49,:5681390935_0,:5681390935_0_0,2418.61,103.44,"(('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 435.4622229913495, 'r'), ('joinedS_10', 24, 1315.1622229913498, 'G'), ('joinedS_10', 7, 1325.8922229913499, 'G'), ('joinedS_10', 14, 1332.34222299135, 'g'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 1530.1122229913499, 'y'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 1692.9922229913498, 'y'))",,,,,,
2025-04-03 23:54:22,veh1,"[6197.724498930028, 6401.900142106947]","[103.69088976438255, 1.3466031505532892]",83.28,635479339,635479339_0,3681.9,48.26,"(('cluster_4930303717_568238350', 1, 4017.0173338407476, 'y'),)",,,,,,
2025-04-03 23:54:22,veh2,"[10247.240083936324, 4028.282439942113]","[103.72729347164099, 1.3251531344846692]",54.0,632361584,632361584_1,2715.0,257.58,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 853.9999999999999, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 942.41, 'r'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 1337.9, 'r'))",,,,,,
2025-04-03 23:54:22,veh0,"[10141.390260405718, 6180.0517512484685]","[103.72633219372915, 1.3446154260577443]",73.7,630800418#0,630800418#0_0,2439.08,103.25,"(('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 414.9900777231927, 'r'), ('joinedS_10', 24, 1294.6900777231924, 'G'), ('joinedS_10', 7, 1305.4200777231924, 'G'), ('joinedS_10', 14, 1311.8700777231925, 'g'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 1509.6400777231925, 'y'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 1672.5200777231923, 'y'))",,,,,,
2025-04-03 23:54:22,veh1,"[6214.556004278589, 6416.918738619507]","[103.6910409541456, 1.3467390738116025]",81.35,635479339,635479339_0,3704.5,48.26,"(('cluster_4930303717_568238350', 1, 3994.419953640411, 'y'),)",,,,,,
2025-04-03 23:54:22,veh2,"[10233.335380570923, 4023.6096262394353]","[103.7271685330008, 1.3251108041806712]",54.0,:4753041721_0,:4753041721_0_0,2730.0,238.64,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 838.9999999999999, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 927.41, 'r'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 1322.9, 'r'))",,,,,,
2025-04-03 23:54:22,veh0,"[10161.201541898778, 6175.2958905029545]","[103.72651025942986, 1.3445725027141673]",73.65,630800418#0,630800418#0_0,2459.54,103.68,"(('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 394.53087128193965, 'r'), ('joinedS_10', 24, 1274.2308712819397, 'G'), ('joinedS_10', 7, 1284.9608712819397, 'G'), ('joinedS_10', 14, 1291.4108712819398, 'g'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 1489.1808712819397, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 1652.0608712819396, 'r'))",,,,,,
2025-04-03 23:54:22,veh1,"[6231.620399031878, 6432.145140193422]","[103.6911942358673, 1.3468768777813944]",82.48,635479339,635479339_0,3727.41,48.26,"(('cluster_4930303717_568238350', 1, 3971.5099044117105, 'r'),)",,,,,,
2025-04-03 23:54:22,veh2,"[10219.50938259254, 4018.742744033157]","[103.72704430258408, 1.3250667188872836]",54.0,654882141,654882141_0,2745.0,257.01,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 823.9999999999999, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 912.41, 'r'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 1307.9, 'r'))",,,,,,
2025-04-03 23:54:23,veh0,"[10180.723139869755, 6170.54517994778]","[103.72668572173438, 1.3445296245685265]",72.63,630800418#0,630800418#0_0,2479.71,103.68,"(('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 374.3557664654036, 'r'), ('joinedS_10', 24, 1254.0557664654036, 'G'), ('joinedS_10', 7, 1264.7857664654036, 'G'), ('joinedS_10', 14, 1271.2357664654037, 'g'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 1469.0057664654037, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 1631.8857664654035, 'r'))",,,,,,
2025-04-03 23:54:23,veh1,"[6248.81165337603, 6447.484737406674]","[103.69134865713055, 1.347015706216328]",83.09,635479339,635479339_0,3750.49,48.26,"(('cluster_4930303717_568238350', 1, 3948.4295380100993, 'r'),)",,,,,,
2025-04-03 23:54:23,veh2,"[10204.89311847935, 4015.37058453623]","[103.72691296323022, 1.3250361497106602]",54.0,654882141,654882141_0,2760.0,257.01,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 808.9999999999999, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 897.41, 'G'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 1292.9, 'r'))",,,,,,
2025-04-03 23:54:23,veh0,"[10200.174157438685, 6166.534096599106]","[103.72686054627385, 1.3444934360107215]",71.38,630800418#1,630800418#1_0,2499.54,98.43,"(('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 354.52895920132926, 'r'), ('joinedS_10', 24, 1234.2289592013296, 'G'), ('joinedS_10', 7, 1244.9589592013297, 'G'), ('joinedS_10', 14, 1251.4089592013297, 'g'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 1449.1789592013297, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 1612.0589592013296, 'r'))",,,,,,
2025-04-03 23:54:23,veh1,"[6265.972494365153, 6462.797197064589]","[103.69150280522376, 1.3471542890545731]",82.94,635479339,635479339_0,3773.53,48.26,"(('cluster_4930303717_568238350', 1, 3925.3900034968146, 'r'),)",,,,,,
2025-04-03 23:54:23,veh2,"[10190.276854366157, 4011.9984250393027]","[103.72678162388593, 1.3250055805301522]",54.0,654882141,654882141_0,2775.0,257.01,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 793.9999999999999, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 882.41, 'G'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 1277.9, 'r'))",,,,,,
2025-04-03 23:54:23,veh0,"[10219.861863440217, 6163.902050342217]","[103.72703749147036, 1.3444697219638624]",71.88,630800418#1,630800418#1_0,2519.51,97.61,"(('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 334.56334850195174, 'r'), ('joinedS_10', 24, 1214.2633485019521, 'G'), ('joinedS_10', 7, 1224.9933485019521, 'G'), ('joinedS_10', 14, 1231.4433485019522, 'g'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 1429.2133485019522, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 1592.093348501952, 'r'))",,,,,,
2025-04-03 23:54:23,veh1,"[6282.564661408865, 6478.507171814711]","[103.69165184082667, 1.3472964646177095]",82.49,635479339,635479339_0,3796.44,42.63,"(('cluster_4930303717_568238350', 1, 3902.4771690981515, 'r'),)",,,,,,
2025-04-03 23:54:23,veh2,"[10175.660590252966, 4008.626265542375]","[103.72665028455124, 1.3249750113457608]",54.0,654882141,654882141_0,2790.0,257.01,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 778.9999999999999, 'G'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 867.41, 'G'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 1262.9, 'r'))",,,,,,
2025-04-03 23:54:23,veh0,"[10240.122333788235, 6161.7102086176665]","[103.72721958203076, 1.3444499922587219]",73.77,630800418#1,630800418#1_0,2540.0,94.71,"(('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 314.0726655421171, 'r'), ('joinedS_10', 24, 1193.7726655421175, 'y'), ('joinedS_10', 7, 1204.5026655421175, 'y'), ('joinedS_10', 14, 1210.9526655421175, 'g'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 1408.7226655421175, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 1571.6026655421174, 'r'))",,,,,,
2025-04-03 23:54:23,veh1,"[6297.829858891454, 6495.089592627245]","[103.6917889469506, 1.3474465249213734]",81.28,635479339,635479339_0,3819.02,42.63,"(('cluster_4930303717_568238350', 1, 3879.8987786360794, 'r'),)",,,,,,
2025-04-03 23:54:23,veh2,"[10161.041951219513, 4005.2656097560975]","[103.72651892382984, 1.324944546197685]",54.0,:148124046_0,:148124046_0_0,2805.0,257.14,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 763.9999999999999, 'G'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 852.41, 'G'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 1247.8999999999999, 'r'))",,,,,,
2025-04-03 23:54:23,veh0,"[10259.351127437305, 6160.215329113477]","[103.72739239768526, 1.3444365617085274]",69.8,630800418#1,630800418#1_0,2559.39,93.68,"(('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 294.68441024873044, 'r'), ('joinedS_10', 24, 1174.3844102487308, 'y'), ('joinedS_10', 7, 1185.1144102487308, 'y'), ('joinedS_10', 14, 1191.5644102487308, 'g'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 1389.3344102487308, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 1552.2144102487307, 'r'))",,,,,,
2025-04-03 23:54:23,veh1,"[6312.985262032827, 6511.552745020817]","[103.69192506695931, 1.3475955059305798]",80.7,635479339,635479339_0,3841.44,42.63,"(('cluster_4930303717_568238350', 1, 3857.48278237227, 'r'),)",,,,,,
2025-04-03 23:54:23,veh2,"[10146.311705408212, 4002.4408860620324]","[103.72638655764328, 1.3249189280405713]",54.0,641559970,641559970_0,2820.0,259.35,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 748.9999999999999, 'G'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 837.41, 'G'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 1232.8999999999999, 'r'))",,,,,,
2025-04-03 23:54:23,veh0,"[10279.620166860852, 6159.3956704219645]","[103.72757455884877, 1.3444292434318854]",73.41,630800418#1,630800418#1_0,2579.78,92.37,"(('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 274.29386779660126, 'r'), ('joinedS_10', 24, 1153.9938677966015, 'y'), ('joinedS_10', 7, 1164.7238677966016, 'y'), ('joinedS_10', 14, 1171.1738677966016, 'g'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 1368.9438677966016, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 1531.8238677966015, 'r'))",,,,,,
2025-04-03 23:54:23,veh1,"[6328.366314527355, 6528.261017894119]","[103.69206321367935, 1.347746705132112]",81.9,635479339,635479339_0,3864.19,42.63,"(('cluster_4930303717_568238350', 1, 3834.7330335180422, 'r'),)",,,,,,
2025-04-03 23:54:23,veh2,"[10131.570303219545, 3999.6691670824307]","[103.72625409095991, 1.3248937892555122]",54.0,641559970,641559970_0,2835.0,259.35,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 733.9999999999999, 'G'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 822.41, 'G'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 1217.8999999999999, 'r'))",,,,,,
