dateandtime,vehid,coord,gpscoord,spd,edge,lane,displacement,turnAngle,nextTLS,tflight,tl_state,tl_phase_duration,tl_lanes_controlled,tl_program,tl_next_switch
2025-04-03 23:54:07,veh0,"[8263.944022687747, 5702.766407464244]","[103.70946195981784, 1.3402894839918107]",0.0,251582019,251582019_4,445.16,343.03,"(('cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628', 4, 1.0010136051050544, 'r'), ('cluster_237566302_237568006_4749270945_4749270946_4749361887_4749361891_4749361892_4749361893_4749361895_6130411472_7756055890_7756055891_8390206210_8390206211', 12, 251.94101360510507, 'r'), ('5220729634', 2, 597.1910136051051, 'y'), ('joinedS_8', 22, 781.1810136051052, 'r'), ('joinedS_8', 16, 796.5210136051053, 'G'), ('joinedS_2', 22, 1432.4310136051054, 'r'), ('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 2408.911013605106, 'y'), ('joinedS_10', 24, 3288.6110136051057, 'r'), ('joinedS_10', 7, 3299.3410136051057, 'G'), ('joinedS_10', 14, 3305.7910136051055, 'G'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3503.5610136051055, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 3666.4410136051056, 'g'))",cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628,yyyyrrrrrrrryyyyyggrrrrrr,5.0,"('251582019_0', '251582019_1', '251582019_2', '251582019_3', '251582019_4', '251582019_4', '482084641#0_0', '482084641#0_0', '482084641#0_1', '482084641#0_2', '482084641#0_3', '482084641#0_3', '482104103#0_0', '482104103#0_1', '482104103#0_2', '482104103#0_3', '482104103#0_4', '482104103#0_5', '482104103#0_5', '482057944#0_0', '482057944#0_0', '482057944#0_1', '482057944#0_2', '482057944#0_3', '482057944#0_3')","(Logic(programID='0', type=3, currentPhaseIndex=1, phases=(Phase(duration=29.0, state='GGGGrrrrrrrrGGGGGggrrrrrr', minDur=8.0, maxDur=50.0, next='(1,)'), Phase(duration=5.0, state='yyyyrrrrrrrryyyyyggrrrrrr', minDur=5.0, maxDur=5.0, next='(2,)'), Phase(duration=6.0, state='rrrrGGrrrrrrrrrrrGGrrrrrr', minDur=8.0, maxDur=50.0, next='(3,)'), Phase(duration=5.0, state='rrrryyrrrrrrrrrrryyrrrrrr', minDur=5.0, maxDur=5.0, next='(4,)'), Phase(duration=29.0, state='rrrrrrGGGGrrrrrrrrrGGGGrr', minDur=8.0, maxDur=50.0, next='(5,)'), Phase(duration=5.0, state='rrrrrryyyyrrrrrrrrryyyyrr', minDur=5.0, maxDur=5.0, next='(6,)'), Phase(duration=6.0, state='rrrrrrrrrrGGrrrrrrrrrrrGG', minDur=8.0, maxDur=50.0, next='(7,)'), Phase(duration=5.0, state='rrrrrrrrrryyrrrrrrrrrrryy', minDur=5.0, maxDur=5.0, next='(0,)')), subParameter={}),)",65.0
2025-04-03 23:54:07,veh1,"[4484.339770296742, 4824.71032465027]","[103.67549953882208, 1.3323293643743006]",71.1,75435065,75435065_0,1179.82,19.82,"(('cluster_4930303717_568238350', 1, 6519.101041369205, 'y'),)",,,,,,
2025-04-03 23:54:08,veh2,"[11901.860938379803, 3955.1622232146515]","[103.7421637654482, 1.3244994014652536]",54.0,479774985#1,479774985#1_0,945.0,306.29,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 2624.0, 'y'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 2712.41, 'r'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 3107.9, 'r'))",,,,,,
2025-04-03 23:54:08,veh0,"[8263.459478414767, 5705.046589462134]","[103.70945759447139, 1.3403101058228126]",8.39,:cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628_4,:cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628_4_0,447.49,345.34,"(('cluster_237566302_237568006_4749270945_4749270946_4749361887_4749361891_4749361892_4749361893_4749361895_6130411472_7756055890_7756055891_8390206210_8390206211', 12, 249.60959323905809, 'r'), ('5220729634', 2, 594.8595932390581, 'y'), ('joinedS_8', 22, 778.8495932390582, 'r'), ('joinedS_8', 16, 794.1895932390582, 'G'), ('joinedS_2', 22, 1430.0995932390583, 'r'), ('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 2406.579593239059, 'y'), ('joinedS_10', 24, 3286.2795932390586, 'r'), ('joinedS_10', 7, 3297.0095932390586, 'G'), ('joinedS_10', 14, 3303.4595932390584, 'G'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3501.2295932390584, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 3664.1095932390585, 'g'))",,,,,,
2025-04-03 23:54:08,veh1,"[4490.649214100581, 4844.0329229973195]","[103.67555614682168, 1.3325041646941544]",73.54,75435065,75435065_0,1200.25,16.54,"(('cluster_4930303717_568238350', 1, 6498.672464278904, 'y'),)",,,,,,
2025-04-03 23:54:08,veh2,"[11889.769693742453, 3964.0396963785006]","[103.74205506151227, 1.3245796433223769]",54.0,479774985#1,479774985#1_0,960.0,306.29,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 2609.0, 'y'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 2697.41, 'r'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 3092.9, 'r'))",,,,,,
2025-04-03 23:54:08,veh0,"[8262.91914839251, 5708.78051185474]","[103.70945272089949, 1.34034387640225]",13.58,:cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628_4,:cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628_4_0,451.26,351.77,"(('cluster_237566302_237568006_4749270945_4749270946_4749361887_4749361891_4749361892_4749361893_4749361895_6130411472_7756055890_7756055891_8390206210_8390206211', 12, 245.83648420330536, 'r'), ('5220729634', 2, 591.0864842033054, 'y'), ('joinedS_8', 22, 775.0764842033055, 'r'), ('joinedS_8', 16, 790.4164842033056, 'G'), ('joinedS_2', 22, 1426.3264842033057, 'r'), ('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 2402.8064842033064, 'y'), ('joinedS_10', 24, 3282.506484203306, 'r'), ('joinedS_10', 7, 3293.236484203306, 'G'), ('joinedS_10', 14, 3299.686484203306, 'G'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3497.456484203306, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 3660.336484203306, 'g'))",,,,,,
2025-04-03 23:54:08,veh1,"[4496.556544003463, 4863.920745418925]","[103.67560913839186, 1.332684075421327]",75.03,75435065,75435065_0,1221.09,16.54,"(('cluster_4930303717_568238350', 1, 6477.830295602294, 'y'),)",,,,,,
2025-04-03 23:54:08,veh2,"[11877.678449105104, 3972.91716954235]","[103.74194635757146, 1.3246598851679203]",54.0,479774985#1,479774985#1_0,975.0,306.29,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 2594.0, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 2682.41, 'r'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 3077.9, 'r'))",,,,,,
2025-04-03 23:54:08,veh0,"[8262.61906259694, 5714.142384155427]","[103.70944999866686, 1.3403923728580136]",19.61,:cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628_4,:cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628_4_0,456.71,357.25,"(('cluster_237566302_237568006_4749270945_4749270946_4749361887_4749361891_4749361892_4749361893_4749361895_6130411472_7756055890_7756055891_8390206210_8390206211', 12, 240.3896165407536, 'r'), ('5220729634', 2, 585.6396165407537, 'r'), ('joinedS_8', 22, 769.6296165407538, 'r'), ('joinedS_8', 16, 784.9696165407538, 'G'), ('joinedS_2', 22, 1420.879616540754, 'r'), ('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 2397.3596165407544, 'y'), ('joinedS_10', 24, 3277.059616540754, 'r'), ('joinedS_10', 7, 3287.789616540754, 'y'), ('joinedS_10', 14, 3294.239616540754, 'y'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3492.009616540754, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 3654.889616540754, 'g'))",,,,,,
2025-04-03 23:54:08,veh1,"[4502.140613003892, 4882.7202664371]","[103.6756592301536, 1.3328541410796506]",70.93,75435065,75435065_0,1240.79,16.54,"(('cluster_4930303717_568238350', 1, 6458.128652064156, 'y'),)",,,,,,
2025-04-03 23:54:08,veh2,"[11865.587204467754, 3981.7946427061997]","[103.74183765362577, 1.324740127001885]",54.0,479774985#1,479774985#1_0,990.0,306.29,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 2579.0, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 2667.41, 'r'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 3062.9, 'r'))",,,,,,
2025-04-03 23:54:08,veh0,"[8265.153061768704, 5721.608503031289]","[103.70947273609269, 1.3404599156355719]",28.76,:cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628_25,:cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628_25_0,464.7,21.02,"(('cluster_237566302_237568006_4749270945_4749270946_4749361887_4749361891_4749361892_4749361893_4749361895_6130411472_7756055890_7756055891_8390206210_8390206211', 12, 232.40187212585408, 'r'), ('5220729634', 2, 577.6518721258541, 'r'), ('joinedS_8', 22, 761.6418721258542, 'r'), ('joinedS_8', 16, 776.9818721258542, 'G'), ('joinedS_2', 22, 1412.8918721258542, 'r'), ('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 2389.3718721258547, 'y'), ('joinedS_10', 24, 3269.0718721258545, 'r'), ('joinedS_10', 7, 3279.8018721258545, 'y'), ('joinedS_10', 14, 3286.2518721258543, 'y'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3484.0218721258543, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 3646.9018721258544, 'g'))",,,,,,
2025-04-03 23:54:08,veh1,"[4507.873784826876, 4902.021762206351]","[103.6757106594349, 1.3330287477460758]",72.82,75435065,75435065_0,1261.02,16.54,"(('cluster_4930303717_568238350', 1, 6437.900945782117, 'y'),)",,,,,,
2025-04-03 23:54:08,veh2,"[11853.495959830405, 3990.6721158700493]","[103.74172894967518, 1.3248203688242688]",54.0,479774985#1,479774985#1_0,1005.0,306.29,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 2564.0, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 2652.41, 'r'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 3047.9, 'r'))",,,,,,
2025-04-03 23:54:08,veh0,"[8272.448007793044, 5728.367903270496]","[103.70953826299939, 1.340521088870968]",36.28,:cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628_25,:cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628_25_0,474.78,53.25,"(('cluster_237566302_237568006_4749270945_4749270946_4749361887_4749361891_4749361892_4749361893_4749361895_6130411472_7756055890_7756055891_8390206210_8390206211', 12, 222.32440782830054, 'G'), ('5220729634', 2, 567.5744078283005, 'r'), ('joinedS_8', 22, 751.5644078283007, 'r'), ('joinedS_8', 16, 766.9044078283007, 'G'), ('joinedS_2', 22, 1402.8144078283008, 'r'), ('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 2379.2944078283012, 'r'), ('joinedS_10', 24, 3258.994407828301, 'r'), ('joinedS_10', 7, 3269.724407828301, 'y'), ('joinedS_10', 14, 3276.174407828301, 'y'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3473.944407828301, 'y'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 3636.824407828301, 'y'))",,,,,,
2025-04-03 23:54:08,veh1,"[4513.476488626647, 4921.297911186752]","[103.6757609163516, 1.3332031245263338]",72.6,75435065,75435065_0,1281.19,16.17,"(('cluster_4930303717_568238350', 1, 6417.734578867794, 'r'),)",,,,,,
2025-04-03 23:54:08,veh2,"[11841.3972, 3999.536]","[103.74162017824304, 1.3249004876868038]",54.0,:566531145_0,:566531145_0_0,1020.0,306.11,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 2549.0, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 2637.41, 'r'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 3032.9, 'r'))",,,,,,
2025-04-03 23:54:08,veh0,"[8282.96860514672, 5733.339750164078]","[103.70963278697008, 1.3405661091449257]",41.98,173896157#1,173896157#1_2,486.44,68.5,"(('cluster_237566302_237568006_4749270945_4749270946_4749361887_4749361891_4749361892_4749361893_4749361895_6130411472_7756055890_7756055891_8390206210_8390206211', 12, 210.66374429965327, 'G'), ('5220729634', 2, 555.9137442996533, 'r'), ('joinedS_8', 22, 739.9037442996535, 'r'), ('joinedS_8', 16, 755.2437442996535, 'G'), ('joinedS_2', 22, 1391.1537442996535, 'r'), ('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 2367.633744299654, 'r'), ('joinedS_10', 24, 3247.333744299654, 'r'), ('joinedS_10', 7, 3258.063744299654, 'y'), ('joinedS_10', 14, 3264.513744299654, 'y'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3462.283744299654, 'y'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 3625.163744299654, 'y'))",,,,,,
2025-04-03 23:54:08,veh1,"[4518.944516179565, 4940.161535408165]","[103.67580996495678, 1.333373769440033]",71.03,75435065,75435065_0,1300.92,16.17,"(('cluster_4930303717_568238350', 1, 6398.003967247218, 'r'),)",,,,,,
2025-04-03 23:54:08,veh2,"[11830.591310462121, 4010.4372655928382]","[103.74152301646832, 1.3249990407322145]",54.0,75334689,75334689_1,1035.0,302.92,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 2534.0000000000005, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 2622.4100000000003, 'r'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 3017.9, 'r'))",,,,,,
2025-04-03 23:54:08,veh0,"[8295.548471179425, 5738.088276670494]","[103.70974581844017, 1.3406091193107992]",48.42,173896157#1,173896157#1_2,499.89,69.32,"(('cluster_237566302_237568006_4749270945_4749270946_4749361887_4749361891_4749361892_4749361893_4749361895_6130411472_7756055890_7756055891_8390206210_8390206211', 12, 197.21372943069258, 'G'), ('5220729634', 2, 542.4637294306926, 'r'), ('joinedS_8', 22, 726.4537294306928, 'r'), ('joinedS_8', 16, 741.7937294306928, 'y'), ('joinedS_2', 22, 1377.7037294306929, 'r'), ('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 2354.1837294306933, 'r'), ('joinedS_10', 24, 3233.883729430693, 'r'), ('joinedS_10', 7, 3244.613729430693, 'y'), ('joinedS_10', 14, 3251.063729430693, 'y'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3448.833729430693, 'y'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 3611.713729430693, 'y'))",,,,,,
2025-04-03 23:54:09,veh1,"[4524.680078234573, 4959.9481012689275]","[103.6758614133617, 1.333552763513345]",74.51,75435065,75435065_0,1321.61,16.17,"(('cluster_4930303717_568238350', 1, 6377.307994844392, 'r'),)",,,,,,
2025-04-03 23:54:09,veh2,"[11817.99718422064, 4018.591889507716]","[103.7414097964292, 1.3250727419885813]",54.0,75334689,75334689_1,1050.0,302.92,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 2519.0000000000005, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 2607.4100000000003, 'r'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 3002.9, 'r'))",,,,,,
2025-04-03 23:54:09,veh0,"[8309.943390524953, 5743.537208429574]","[103.7098751583003, 1.340658473259705]",55.52,:2577843692_2,:2577843692_2_2,515.31,69.25,"(('cluster_237566302_237568006_4749270945_4749270946_4749361887_4749361891_4749361892_4749361893_4749361895_6130411472_7756055890_7756055891_8390206210_8390206211', 12, 181.79182994114637, 'G'), ('5220729634', 2, 527.0418299411464, 'G'), ('joinedS_8', 22, 711.0318299411465, 'r'), ('joinedS_8', 16, 726.3718299411465, 'y'), ('joinedS_2', 22, 1362.2818299411465, 'r'), ('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 2338.761829941147, 'r'), ('joinedS_10', 24, 3218.461829941147, 'G'), ('joinedS_10', 7, 3229.191829941147, 'G'), ('joinedS_10', 14, 3235.6418299411466, 'g'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3433.4118299411466, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 3596.2918299411467, 'r'))",,,,,,
2025-04-03 23:54:09,veh1,"[4530.157620793313, 4978.8445503970515]","[103.67591054730907, 1.3337237053805588]",71.15,75435065,75435065_0,1341.38,16.17,"(('cluster_4930303717_568238350', 1, 6357.543049657891, 'r'),)",,,,,,
2025-04-03 23:54:09,veh2,"[11805.403057979156, 4026.7465134225945]","[103.74129657638623, 1.325146443233256]",54.0,75334689,75334689_1,1065.0,302.92,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 2504.0000000000005, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 2592.4100000000003, 'r'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 2987.9, 'r'))",,,,,,
2025-04-03 23:54:09,veh0,"[8325.613220186686, 5749.474079316718]","[103.71001595335038, 1.3407122466702046]",60.48,:2577843692_2,:2577843692_2_2,532.11,69.25,"(('cluster_237566302_237568006_4749270945_4749270946_4749361887_4749361891_4749361892_4749361893_4749361895_6130411472_7756055890_7756055891_8390206210_8390206211', 12, 164.99311744077534, 'G'), ('5220729634', 2, 510.24311744077534, 'G'), ('joinedS_8', 22, 694.2331174407755, 'r'), ('joinedS_8', 16, 709.5731174407755, 'y'), ('joinedS_2', 22, 1345.4831174407755, 'r'), ('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 2321.963117440776, 'r'), ('joinedS_10', 24, 3201.6631174407757, 'G'), ('joinedS_10', 7, 3212.3931174407758, 'G'), ('joinedS_10', 14, 3218.8431174407756, 'g'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3416.6131174407756, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 3579.4931174407757, 'r'))",,,,,,
